Trade_ID,Strategy,Profit_Loss,Predicted_Confidence,Rescaled_Confidence,Allocated_Capital,Strat_Cum,Total_Cum,Entry_Date
Strategy_4_T4121,strategy_1,-0.2300000000000004,0.31855270782276623,-0.36289458435446753,33.8521818810726,30.289389732217735,127.6227256916437,2004-05-14
Strategy_4_T4123,strategy_1,-0.0324999999999997,0.3780335102261624,-0.24393297954767523,31.905681422910924,29.25245508597314,126.5857910453991,2004-05-21
Strategy_2_T4156,strategy_2,0.0842,0.5386515441427464,0.07730308828549282,31.646447761349776,45.70624564471242,129.25042194690477,2004-07-27
Strategy_3_T4173,strategy_3,0.0454999999999996,0.5431248839055032,0.08624976781100635,32.31260548672619,24.325540419826126,130.7206454965508,2004-08-13
Strategy_2_T4184,strategy_2,0.0922,0.5443633703479334,0.08872674069586672,32.6801613741377,48.71935652340791,133.73375637524626,2004-08-23
Strategy_2_T4191,strategy_2,-0.0312000000000001,0.5918897257702548,0.18377945154050956,33.433439093811565,47.67623322368099,132.69063307551934,2004-08-30
Strategy_4_T4192,strategy_1,-0.0312000000000001,0.5955468495197314,0.19109369903946272,33.433439093811565,28.209331786246214,131.64750977579243,2004-08-30
Strategy_2_T4201,strategy_2,-0.1105,0.40025072976362497,-0.19949854047275006,32.91187744394811,44.03947076612472,128.01074731823616,2004-09-10
Strategy_4_T4209,strategy_1,0.0134999999999996,0.34055507665632273,-0.31888984668735454,32.00268682955904,28.64136805844525,128.4427835904352,2004-09-30
Strategy_4_T4210,strategy_1,0.0404999999999997,0.35074979207964996,-0.2985004158407001,32.1106958976088,29.941851242298394,129.74326677428834,2004-10-01
Strategy_1_T4229,strategy_4,-0.0861999999999998,0.382071755260461,-0.235856489479078,32.435816693572086,28.640436947053182,126.94729937530244,2004-10-22
Strategy_1_T4230,strategy_4,0.0622999999999995,0.35460914472327226,-0.2907817105534555,31.73682484382561,30.6176411348235,128.92450356307273,2004-10-25
Strategy_4_T4235,strategy_1,0.0889999999999995,0.3531756362695019,-0.29364872746099624,32.23112589076818,32.81042144657675,131.79307376735107,2004-11-08
Strategy_4_T4237,strategy_1,0.0045000000000001,0.3351735236800666,-0.3296529526398668,32.94826844183777,32.95868865456502,131.94134097533936,2004-11-09
Strategy_4_T4245,strategy_1,-0.0185000000000004,0.3259741400312314,-0.34805171993753725,32.98533524383484,32.348459952554066,131.33111227332842,2004-11-19
Strategy_2_T4262,strategy_2,0.0625,0.5483374640825873,0.09667492816517465,32.832778068332104,46.09151939539548,133.38316090259917,2005-01-05
Strategy_4_T4273,strategy_1,-0.0224999999999999,0.5141252226261004,0.028250445252200773,33.34579022564979,31.59817967247695,132.63288062252207,2005-01-14
Strategy_4_T4277,strategy_1,-0.0599999999999996,0.5388612150684824,0.07772243013696478,33.15822015563052,29.60868646313913,130.64338741318426,2005-01-19
Strategy_2_T4279,strategy_2,-0.0850000000000008,0.5763429416851612,0.1526858833703224,32.660846853296064,43.315347412865286,127.86721543065404,2005-01-21
Strategy_2_T4314,strategy_2,0.1337000000000001,0.545359193293954,0.09071838658790798,31.96680385766351,47.5893090886349,132.14117710642364,2005-03-15
Strategy_4_T4323,strategy_1,0.1058000000000003,0.5139481921609964,0.027896384321992818,33.03529427660591,33.10382059760404,135.63631124088857,2005-03-22
Strategy_2_T4329,strategy_2,0.1310000000000002,0.5295802847009583,0.05916056940191661,33.90907781022214,52.031398281774,140.07840043402769,2005-03-28
Strategy_2_T4333,strategy_2,-0.0612000000000003,0.5686008577796174,0.13720171555923488,35.01960010850692,49.88819875513337,137.935200907387,2005-03-31
Strategy_4_T4336,strategy_1,-0.0007999999999999,0.489777118432536,-0.020445763134927963,34.48380022684675,33.07623355742257,137.90761386720555,2005-04-04
Strategy_4_T4338,strategy_1,0.0106000000000001,0.5359747482374757,0.07194949647495141,34.47690346680139,33.44168873417067,138.27306904395368,2005-04-08
Strategy_2_T4340,strategy_2,9.999999999976694e-05,0.5672250234433087,0.13445004688661744,34.56826726098842,49.89165558185946,138.27652587067973,2005-04-15
Strategy_4_T4372,strategy_1,-0.0919999999999996,0.609880622690047,0.2197612453800939,34.56913146766993,30.26132863914505,135.09616577565413,2005-05-25
Strategy_2_T4373,strategy_2,0.1449999999999995,0.6174316207203479,0.2348632414406957,33.77404144391353,54.78889159122691,139.9934017850216,2005-05-26
Strategy_4_T4385,strategy_1,-0.1288999999999998,0.48766303859618726,-0.02467392280762548,34.9983504462554,25.750041266622734,135.48211441249927,2005-06-06
Strategy_2_T4387,strategy_2,-0.0201000000000002,0.5864933400298734,0.17298668005974682,33.87052860312482,54.10809396630409,134.80131678757647,2005-06-09
Strategy_4_T4394,strategy_1,-0.1208,0.6488047535710926,0.29760950714218515,33.70032919689412,21.679041499637925,130.73031702059166,2005-06-15
Strategy_2_T4411,strategy_2,0.0011999999999998,0.5735079490875331,0.14701589817506622,32.682579255147914,54.14731306141026,130.7695361156978,2005-07-08
Strategy_4_T4414,strategy_1,-0.1547,0.4557593278364861,-0.08848134432702781,32.69238402892445,16.621529690363314,125.7120243064232,2005-07-11
Strategy_1_T4415,strategy_4,0.1374999999999993,0.4350056387890245,-0.12998872242195103,31.4280060766058,34.938991970356774,130.03337514195647,2005-07-13
Strategy_4_T4420,strategy_1,0.0610999999999997,0.4689381514942843,-0.06212369701143139,32.50834378548912,18.60778949565669,132.01963494724984,2005-07-26
Strategy_4_T4429,strategy_1,-0.0064999999999999,0.43875869455695804,-0.12248261088608392,33.00490873681246,18.39325758886741,131.80510304046058,2005-08-16
Strategy_2_T4438,strategy_2,0.0043000000000006,0.5643808469300664,0.1287616938601328,32.951275760115145,54.28900354717877,131.94679352622907,2005-08-24
Strategy_2_T4439,strategy_2,-0.008,0.5250479649522026,0.050095929904405256,32.98669838155727,54.025109960126315,131.68289993917662,2005-08-25
Strategy_4_T4462,strategy_1,-0.0157999999999995,0.4929964315753635,-0.014007136849273016,32.920724984794155,17.87311013410768,131.1627524844169,2005-09-26
Strategy_4_T4464,strategy_1,-0.0886000000000004,0.4904016960484844,-0.019196607903031238,32.790688121104225,14.967855166577833,128.25749751688704,2005-09-28
Strategy_4_T4478,strategy_1,0.0297999999999998,0.5451877229639008,0.09037544592780167,32.06437437922176,15.923373523078634,129.21301587338786,2005-10-12
Strategy_4_T4480,strategy_1,0.0187999999999997,0.564747722331427,0.129495444662854,32.303253968346965,16.530674697683548,129.82031704799277,2005-10-13
Strategy_2_T4483,strategy_2,-0.0131999999999994,0.5554140857829426,0.1108281715658852,32.45507926199819,53.59670291386796,129.3919100017344,2005-10-17
Strategy_2_T4488,strategy_2,-0.0063000000000004,0.6098848518716653,0.2197697037433306,32.3479775004336,53.39291065561521,129.18811774348165,2005-10-21
Strategy_2_T4504,strategy_2,0.0514000000000001,0.5446560068048141,0.08931201360962815,32.297029435870414,55.052977968618954,130.8481850564854,2005-11-07
Strategy_2_T4509,strategy_2,0.0124999999999992,0.5910379553381457,0.18207591067629147,32.71204626412135,55.461878546920445,131.2570856347869,2005-11-10
Strategy_4_T4510,strategy_1,0.0124999999999992,0.5400121747321402,0.0800243494642805,32.71204626412135,16.93957527598504,131.6659862130884,2005-11-10
Strategy_4_T4512,strategy_1,-0.0221,0.4704901550376319,-0.05901968992473616,32.9164965532721,16.212120702157726,130.93853163926107,2005-11-11
Strategy_4_T4522,strategy_1,-0.0324999999999997,0.3833220241208285,-0.233355951758343,32.73463290981527,15.14824513258874,129.8746560696921,2005-11-30
Strategy_4_T4533,strategy_1,-0.0201000000000002,0.3461636350624634,-0.3076727298750732,32.46866401742302,14.49562498583853,129.22203592294187,2005-12-22
Strategy_4_T4537,strategy_1,-0.0227000000000003,0.48959241641484885,-0.020815167170302296,32.30550898073547,13.762289931975825,128.48870086907917,2006-01-02
Strategy_4_T4567,strategy_1,-0.0271999999999996,0.49839350362548746,-0.00321299274902509,32.12217521726979,12.8885667660661,127.61497770316944,2006-02-08
Strategy_4_T4588,strategy_1,0.0127999999999994,0.5012444940355827,0.0024889880711653767,31.90374442579236,13.296934694716223,128.02334563181958,2006-03-07
Strategy_4_T4606,strategy_1,-0.064,0.5489587359808132,0.09791747196162648,32.005836407954895,11.248561164607109,125.97497210171045,2006-03-24
Strategy_3_T4626,strategy_3,0.0201999999999999,0.5134558716518484,0.026911743303696722,31.493743025427612,24.96171402893976,126.61114571082408,2006-04-27
Strategy_4_T4629,strategy_1,-0.1684999999999998,0.33210016369331874,-0.3357996726133625,31.65278642770602,5.915066651538651,121.27765119775563,2006-04-28
Strategy_4_T4633,strategy_1,-0.0077999999999995,0.4885342478658442,-0.022931504268311587,30.319412799438908,5.678575231703043,121.04115977792003,2006-05-08
Strategy_2_T4649,strategy_2,0.0593000000000003,0.5524581445497836,0.10491628909956718,30.260289944480007,57.256313740628116,122.8355949716277,2006-05-22
Strategy_2_T4659,strategy_2,0.2066999999999996,0.5617770008109728,0.12355400162194563,30.708898742906925,63.60384311078697,129.18312434178654,2006-05-30
Strategy_4_T4660,strategy_1,0.2066999999999996,0.6097397246656799,0.21947944933135988,30.708898742906925,12.026104601861892,135.53065371194538,2006-05-30
Strategy_2_T4661,strategy_2,0.0466999999999995,0.7081170623399423,0.41623412467988463,33.882663427986344,65.18616349287392,137.11297409403232,2006-05-31
Strategy_4_T4667,strategy_1,0.0335999999999998,0.5428084462436995,0.08561689248739901,34.27824352350808,13.177853584251757,138.2647230764222,2006-06-05
